49;2307.00;9.50;1671.00;big
49;2431.00;9.50;1506.00;big
50;1867.00;9.50;1978.00;big
50;2078.00;9.50;1765.00;big
51;2321.00;9.50;1332.00;big
51;2191.00;9.50;1473.00;big
52;1351.00;9.50;1255.00;big
53;1643.00;9.50;1179.00;big
53;1848.00;9.50;1095.00;big
54;1701.00;9.50;1492.00;big
54;1778.00;9.50;1570.00;big
55;1875.00;9.50;1693.00;big
55;1868.00;9.50;1583.00;big
56;2089.00;9.50;1303.00;big
56;2034.00;9.50;1461.00;big
57;1863.00;9.50;1433.00;big
57;1804.00;9.50;1309.00;big
58;2265.00;9.50;1153.00;big
58;2355.00;9.50;1038.00;big
59;2087.00;9.50;952.00;big
59;2001.00;9.50;1114.00;big
60;3854.00;9.50;724.00;big
60;3782.00;9.50;509.00;big
61;2296.00;9.50;872.00;big
61;2491.00;9.50;826.00;big
62;2696.00;9.50;581.00;big
62;2874.00;9.50;404.00;big
63;1619.00;9.50;96.00;big
63;1844.00;9.50;81.00;big
64;2025.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
65;3028.00;9.50;119.00;big
65;3300.00;9.50;58.00;big
66;2433.00;9.50;538.00;big
66;2210.00;9.50;377.00;big
67;2649.00;9.50;149.00;big
67;2853.00;9.50;100.00;big
68;2874.00;9.50;1316.00;big
68;2795.00;9.50;1263.00;big
69;3228.00;9.50;1207.00;big
69;3317.00;11.05;1229.00;big
70;3599.00;9.50;1431.00;small
70;3618.00;9.50;1344.00;small
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4818.00;9.50;1117.00;big
76;4690.00;13.30;1041.00;big
77;4725.00;9.50;1289.00;small
77;4712.00;9.50;1191.00;small
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4703.00;9.50;711.00;big
80;4689.00;9.50;798.00;big
81;5236.00;9.50;355.00;big
81;5096.00;9.50;419.00;big
82;4959.00;9.50;401.00;small
82;4950.00;9.50;481.00;small
83;5280.00;9.50;520.00;big
83;5421.00;9.50;360.00;big
84;4943.00;9.50;640.00;big
84;5203.00;9.57;738.00;big
84;4980.00;9.50;786.00;big
84;5145.00;9.50;582.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5071.00;9.50;1683.00;big
87;5144.00;9.50;1525.00;big
88;5500.00;9.50;1730.00;big
88;116.00;9.50;1877.00;big
89;829.00;9.50;1528.00;small
89;901.00;9.50;1366.00;small
90;4942.00;9.50;1182.00;big
90;5058.00;9.50;1292.00;big
91;4824.00;9.50;499.00;big
91;4883.00;9.50;543.00;big
92;4634.00;9.50;393.00;big
92;4734.00;9.50;449.00;big
93;4677.00;14.18;606.00;big
93;4773.00;9.50;618.00;big
94;5127.00;9.50;921.00;big
94;5024.00;10.50;1059.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;11.00;9.50;1526.00;big
96;5448.00;9.50;1500.00;big
97;5452.00;10.38;746.00;big
97;78.00;9.50;670.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3366.00;9.50;1062.00;small
100;3535.00;9.50;845.00;small
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3457.00;9.50;353.00;small
103;3381.00;9.50;244.00;small
104;3849.00;9.50;963.00;big
104;3735.00;9.50;882.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;1515.00;9.50;919.00;small
107;1439.00;9.50;995.00;small
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;342.00;9.50;1730.00;big
114;642.00;9.50;1686.00;big
115;748.00;9.50;1471.00;big
115;578.00;9.50;1448.00;big
116;3705.00;11.48;1242.00;big
116;3685.00;12.60;1118.00;big
116;3613.00;16.60;1186.00;big
116;3543.00;15.10;1265.00;big
117;1508.00;10.40;1405.00;small
117;1594.00;10.57;1533.00;small
118;921.00;14.93;1560.00;big
119;1249.00;10.80;1413.00;big
120;1226.00;13.38;1553.00;big
120;1138.00;12.40;1649.00;big
121;1573.00;10.60;1661.00;big
121;1787.00;12.15;1712.00;big
122;1078.00;11.30;1799.00;big
123;1238.00;13.70;1184.00;small
123;1228.00;15.90;1256.00;small
124;1729.00;9.70;989.00;big
124;1603.00;17.00;887.00;big
125;2180.00;10.70;737.00;big
125;2014.00;10.53;487.00;big
125;2128.00;11.98;566.00;big
126;2958.00;10.80;1220.00;small
126;3131.00;14.50;1170.00;small
126;2841.00;13.23;1238.00;small
127;2898.00;10.30;1133.00;small
127;3147.00;10.05;1082.00;small
127;2940.00;10.70;876.00;small
127;2607.00;11.93;952.00;small
127;3076.00;11.23;967.00;small
127;2739.00;12.25;1020.00;small
128;3272.00;9.98;1126.00;big
128;3316.00;10.70;989.00;small
129;3418.00;14.43;1310.00;big
129;3292.00;13.00;1301.00;big
130;3249.00;10.20;1512.00;big
130;3407.00;10.00;1485.00;big
130;3323.00;9.80;1520.00;big
130;3338.00;9.70;1458.00;small
131;3261.00;9.88;1592.00;big
131;3327.00;9.95;1592.00;big
132;3331.00;9.82;1811.00;big
132;3313.00;10.30;1689.00;big
133;3425.00;10.40;1642.00;big
133;3491.00;9.90;1616.00;big
133;3409.00;10.00;1560.00;big
134;3533.00;10.88;1336.00;small
134;3477.00;14.25;1362.00;small
135;3437.00;9.78;1428.00;big
135;3519.00;10.38;1424.00;big
136;3785.00;9.90;1347.00;big
136;4008.00;11.15;1459.00;big
136;3813.00;9.90;1516.00;big
137;3552.00;9.70;1553.00;big
137;3475.00;9.95;1508.00;big
137;3630.00;9.80;1558.00;big
137;3599.00;9.60;1482.00;big
138;3714.00;15.43;1590.00;small
138;3732.00;15.80;1777.00;small
139;3221.00;13.70;187.00;big
139;3074.00;14.12;278.00;big
140;2807.00;10.50;802.00;big
140;2649.00;11.15;831.00;big
140;2938.00;10.73;790.00;big
141;4239.00;10.10;1044.00;big
141;4167.00;10.30;1045.00;big
142;4454.00;10.30;853.00;big
142;4410.00;9.90;943.00;big
143;4575.00;9.80;1204.00;big
143;4628.00;9.70;1282.00;big
144;4381.00;12.80;1325.00;big
144;4490.00;15.10;1257.00;big
145;4051.00;12.62;1302.00;big
145;4189.00;13.65;1384.00;big
146;4081.00;23.55;1164.00;big
146;4178.00;21.58;1117.00;big
146;4005.00;21.18;1207.00;big
147;4064.00;9.70;1838.00;big
147;4961.00;11.78;1946.00;big
148;4931.00;10.45;1469.00;big
148;4841.00;10.70;1579.00;big
149;4497.00;10.73;1635.00;big
149;4896.00;10.82;1707.00;big
150;3406.00;10.50;1772.00;big
150;3479.00;9.90;1737.00;big
150;3619.00;10.50;1849.00;big
151;4268.00;10.75;1709.00;big
151;4069.00;10.40;1644.00;big
151;4180.00;11.10;1600.00;big
152;4598.00;12.55;1415.00;big
152;4427.00;14.90;1430.00;big
152;4275.00;13.30;1499.00;big
153;4053.00;10.15;1084.00;big
153;3947.00;9.75;1028.00;big
154;4882.00;11.28;1209.00;big
154;4991.00;12.10;1283.00;big
155;4720.00;9.70;1360.00;big
155;4715.00;11.45;1501.00;big
155;4816.00;12.53;1407.00;big
156;4705.00;10.50;183.00;small
156;4955.00;9.70;140.00;small
157;5475.00;12.55;62.00;big
157;5566.00;11.55;162.00;big
158;4698.00;10.38;511.00;small
158;4524.00;12.12;534.00;small
159;4561.00;10.45;641.00;big
159;4630.00;10.43;702.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2508.00;11.35;1907.00;small
161;2550.00;10.60;1917.00;small
162;3812.00;13.85;1207.00;big
162;3884.00;18.85;1231.00;big
163;1936.00;10.10;918.00;big
163;1787.00;9.80;781.00;big
163;1825.00;10.60;619.00;big
164;4662.00;9.73;1176.00;big
164;4639.00;10.78;1086.00;big
165;4433.00;15.53;1060.00;big
165;4540.00;10.48;1044.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;4932.00;11.78;600.00;big
167;5106.00;15.65;516.00;big
167;5027.00;12.98;555.00;big
168;3036.00;9.50;1384.00;small
169;2950.00;12.55;1335.00;big
170;1463.00;9.50;1295.00;big
170;1601.00;9.50;1312.00;big
171;717.00;9.50;1837.00;small
171;387.00;9.50;1901.00;small
172;273.00;9.50;695.00;big
172;439.00;9.50;729.00;big
173;2901.00;9.50;1649.00;small
173;2865.00;9.50;1701.00;small
174;2955.00;9.50;1921.00;small
174;2882.00;9.50;1747.00;small
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;113.00;9.50;1486.00;big
176;348.00;9.50;1427.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;109.00;9.98;430.00;big
178;5579.00;9.75;363.00;big
179;461.00;11.62;366.00;big
179;329.00;9.50;445.00;big
180;5594.00;9.50;947.00;big
180;129.00;9.50;868.00;big
181;3518.00;12.32;341.00;big
182;2617.00;11.73;1096.00;small
182;2746.00;12.53;1220.00;small
182;2702.00;16.15;1170.00;small
183;3225.00;11.60;761.00;big
184;3122.00;12.82;501.00;big
184;3039.00;11.30;670.00;big
185;3330.00;11.40;448.00;big
186;4804.00;12.10;1260.00;small
186;4784.00;13.80;1327.00;small
187;4435.00;9.70;596.00;small
187;4377.00;9.90;660.00;small
188;4403.00;10.00;716.00;small
188;4359.00;11.05;781.00;small
189;4296.00;9.98;1009.00;small
189;4314.00;10.75;929.00;small
190;3863.00;10.48;1091.00;big
190;3934.00;9.90;1175.00;big
191;3187.00;11.55;1983.00;small
191;3048.00;9.50;1916.00;small
192;3047.00;11.40;1793.00;big
192;3107.00;11.45;1887.00;big
193;4897.00;10.28;426.00;small
193;5022.00;9.70;391.00;small
194;5079.00;10.12;116.00;small
194;5118.00;10.98;254.00;small
195;4946.00;9.50;236.00;small
195;4720.00;11.10;289.00;small
196;3612.00;10.00;982.00;small
196;3433.00;13.18;1065.00;small
197;1647.00;11.53;1593.00;small
197;1725.00;9.80;1636.00;small
198;1421.00;10.00;1544.00;big
199;1037.00;14.65;1519.00;big
200;4334.00;21.18;1214.00;big
200;4434.00;10.53;1152.00;big
201;1730.00;9.50;606.00;small
201;1741.00;17.00;485.00;small
201;1635.00;10.12;718.00;small
202;3215.00;9.50;1272.00;small
203;3637.00;9.50;1061.00;small
204;1174.00;13.55;1314.00;small
204;1060.00;9.88;1353.00;small
205;1369.00;13.57;1138.00;small
205;1426.00;9.70;1183.00;small
206;3071.00;9.50;1649.00;small
207;2985.00;9.50;1662.00;small
